,lead_time,arrival_date_year,arrival_date_week_number,arrival_date_day_of_month,days_in_waiting_list,different_room_assigned,is_canceled
113078,29,2017,22,31,0,False,False
113079,122,2017,22,28,0,False,False
113080,38,2017,22,31,0,False,False
113081,49,2017,22,30,0,False,False
113082,13,2017,22,29,0,False,False
113083,94,2017,22,28,0,False,False
113084,0,2017,22,1,0,False,False
113085,0,2017,22,1,0,False,False
113086,9,2017,22,1,0,False,False
113087,218,2017,22,29,0,False,False
113088,62,2017,22,29,0,False,False
113089,40,2017,22,29,0,False,False
113090,156,2017,22,29,0,False,False
113091,65,2017,22,29,0,False,False
113092,124,2017,22,30,0,False,False
113093,50,2017,22,30,0,False,False
113094,87,2017,22,28,0,False,False
113095,124,2017,22,30,0,False,False
113096,17,2017,22,28,0,False,False
113097,17,2017,22,1,0,False,False
113098,151,2017,22,28,0,False,False
113099,121,2017,21,27,0,False,False
113100,0,2017,22,1,0,False,False
113102,214,2017,22,28,0,False,False
113103,214,2017,22,28,0,False,False
113104,87,2017,22,28,0,False,False
113105,17,2017,22,1,0,False,False
113106,102,2017,22,29,0,False,False
113107,209,2017,22,30,0,False,False
113108,101,2017,22,30,0,False,False
113109,194,2017,22,28,0,False,False
113110,408,2017,22,30,0,False,False
113111,223,2017,21,27,0,False,False
113112,409,2017,22,31,0,False,False
113113,409,2017,22,31,0,False,False
113114,223,2017,21,27,0,False,False
113115,26,2017,22,31,0,False,False
113116,409,2017,22,31,0,False,False
113117,409,2017,22,31,0,False,False
113118,409,2017,22,31,0,False,False
113119,409,2017,22,31,0,False,False
113120,409,2017,22,31,0,False,False
113121,409,2017,22,31,0,False,False
113122,409,2017,22,31,0,False,False
113123,409,2017,22,31,0,False,False
113124,409,2017,22,31,0,False,False
113125,19,2017,22,28,0,False,False
113126,409,2017,22,31,0,True,False
113127,409,2017,22,31,0,False,False
113128,409,2017,22,31,0,False,False
113129,409,2017,22,31,0,False,False
113130,409,2017,22,31,0,False,False
113131,123,2017,22,31,0,False,False
113132,33,2017,22,1,0,False,False
113133,409,2017,22,31,0,False,False
113134,409,2017,22,31,0,False,False
113135,409,2017,22,31,0,False,False
113136,77,2017,22,30,0,False,False
113137,23,2017,22,31,0,False,False
113138,104,2017,22,30,0,False,False
113139,126,2017,22,30,0,False,False
113140,104,2017,22,30,0,False,False
113141,162,2017,22,28,0,False,False
113142,94,2017,22,31,0,True,False
113143,24,2017,22,2,0,False,False
113144,147,2017,22,29,0,False,False
113145,100,2017,21,26,0,False,False
113147,36,2017,22,30,0,False,False
113148,16,2017,22,1,0,False,False
113149,15,2017,22,29,0,False,False
113150,22,2017,22,2,0,False,False
113151,16,2017,22,2,0,False,False
113152,24,2017,22,2,0,False,False
113153,36,2017,22,31,0,False,False
113154,64,2017,22,1,0,False,False
113156,83,2017,21,27,0,False,False
113157,77,2017,22,31,0,False,False
113158,25,2017,22,2,0,False,False
113159,83,2017,22,28,0,False,False
113160,77,2017,22,31,0,False,False
113161,25,2017,22,2,0,False,False
113162,99,2017,22,30,0,False,False
113163,40,2017,22,1,0,False,False
113164,99,2017,22,30,0,False,False
113165,99,2017,22,30,0,False,False
113166,99,2017,22,30,0,False,False
113167,124,2017,21,27,0,False,False
113168,82,2017,22,31,0,False,False
113169,82,2017,22,31,0,False,False
113170,82,2017,22,31,0,False,False
113171,82,2017,22,31,0,False,False
113173,214,2017,22,28,0,False,False
113174,70,2017,22,31,0,False,False
113175,38,2017,22,2,0,True,False
113176,155,2017,22,1,0,False,False
113177,170,2017,22,1,0,False,False
113178,176,2017,22,1,0,False,False
113179,98,2017,22,31,0,False,False
113180,118,2017,22,31,0,False,False
113181,118,2017,22,29,0,False,False
113183,132,2017,22,29,0,False,False
113185,2,2017,22,31,0,False,False
113186,144,2017,22,1,0,False,False
113187,127,2017,22,2,0,False,False
113188,0,2017,23,4,0,True,False
113189,107,2017,22,1,0,False,False
113190,203,2017,22,31,0,True,False
113191,203,2017,22,31,0,True,False
113192,171,2017,22,2,0,False,False
113194,135,2017,22,1,0,True,False
113195,213,2017,22,1,0,False,False
113196,228,2017,22,2,0,False,False
113197,115,2017,22,2,0,True,False
113198,135,2017,22,1,0,False,False
113199,135,2017,22,1,0,True,False
113200,228,2017,22,2,0,False,False
113201,130,2017,22,1,0,False,False
113202,130,2017,22,1,0,False,False
113203,135,2017,22,1,0,False,False
113204,107,2017,22,1,0,False,False
113205,154,2017,22,31,0,False,False
113206,154,2017,22,31,0,False,False
113207,20,2017,22,1,0,False,False
113208,0,2017,22,3,0,False,False
113209,25,2017,22,2,0,False,False
113210,181,2017,22,2,0,False,False
113211,0,2017,22,3,0,False,False
113212,0,2017,22,3,0,False,False
113213,17,2017,22,2,0,False,False
113214,21,2017,22,3,0,False,False
113215,4,2017,22,2,0,False,False
113216,144,2017,22,1,0,False,False
113217,138,2017,22,28,0,False,False
113218,240,2017,22,3,0,False,False
113219,123,2017,22,31,0,False,False
113220,16,2017,22,1,0,False,False
113221,141,2017,22,2,0,False,False
113222,409,2017,22,31,0,False,False
113223,18,2017,22,3,0,False,False
113224,25,2017,22,3,0,False,False
113227,144,2017,22,1,0,False,False
113228,8,2017,22,2,0,False,False
113229,141,2017,22,28,0,False,False
113230,118,2017,22,1,0,False,False
113232,120,2017,22,3,0,False,False
113233,21,2017,22,1,0,False,False
113234,227,2017,22,1,0,False,False
113236,227,2017,22,1,0,False,False
113237,227,2017,22,1,0,False,False
113239,227,2017,22,1,0,False,False
113240,240,2017,22,3,0,False,False
113241,227,2017,22,1,0,False,False
113242,227,2017,22,1,0,False,False
113243,227,2017,22,1,0,False,False
113244,227,2017,22,1,0,False,False
113245,227,2017,22,1,0,False,False
113246,0,2017,22,3,0,True,False
113247,1,2017,22,3,0,False,False
113248,144,2017,22,1,0,False,False
113249,144,2017,22,1,0,False,False
113250,144,2017,22,1,0,False,False
113251,143,2017,22,1,0,False,False
113252,6,2017,23,4,0,False,False
113253,211,2017,22,1,0,False,False
113254,140,2017,22,3,0,False,False
113255,211,2017,22,1,0,False,False
113256,28,2017,22,2,0,False,False
113257,1,2017,22,2,0,False,False
113258,212,2017,22,2,0,False,False
113259,212,2017,22,2,0,False,False
113260,125,2017,22,2,0,False,False
113261,212,2017,22,2,0,False,False
113262,212,2017,22,2,0,False,False
113263,212,2017,22,2,0,False,False
113264,212,2017,22,2,0,False,False
113265,212,2017,22,2,0,False,False
113266,212,2017,22,2,0,False,False
113267,212,2017,22,2,0,False,False
113268,212,2017,22,2,0,False,False
113269,110,2017,22,2,0,False,False
113270,212,2017,22,2,0,False,False
113271,211,2017,22,1,0,False,False
113272,136,2017,22,2,0,True,False
113273,93,2017,22,3,0,False,False
113274,177,2017,22,2,0,False,False
113278,38,2017,22,2,0,False,False
113279,28,2017,22,2,0,False,False
113280,42,2017,22,3,0,False,False
113281,42,2017,22,3,0,False,False
113282,129,2017,22,31,0,False,False
113283,43,2017,22,3,0,False,False
113284,122,2017,22,2,0,False,False
113285,122,2017,22,2,0,False,False
113286,122,2017,22,2,0,False,False
113287,104,2017,22,2,0,False,False
113288,122,2017,22,2,0,False,False
113289,42,2017,22,3,0,False,False
113290,104,2017,22,2,0,False,False
113291,104,2017,22,2,0,False,False
113292,236,2017,22,3,0,False,False
113293,224,2017,22,3,0,False,False
113294,236,2017,22,3,0,False,False
113295,224,2017,22,3,0,False,False
113296,135,2017,22,1,0,True,False
113297,224,2017,22,3,0,False,False
113298,104,2017,22,2,0,False,False
113299,2,2017,22,3,0,False,False
113300,135,2017,22,1,0,True,False
113302,136,2017,22,1,0,True,False
113303,128,2017,22,2,0,True,False
113304,16,2017,22,3,0,False,False
113305,237,2017,22,2,0,False,False
113306,118,2017,22,2,0,False,False
113307,54,2017,23,4,0,False,False
113308,16,2017,22,1,0,False,False
113309,208,2017,22,1,0,False,False
113310,17,2017,22,2,0,False,False
113311,208,2017,22,1,0,False,False
113312,317,2017,22,2,0,False,False
113313,82,2017,22,2,0,False,False
113314,147,2017,22,2,0,False,False
113315,86,2017,22,3,0,False,False
113316,80,2017,22,2,0,False,False
113317,25,2017,23,4,0,False,False
113318,98,2017,22,2,0,False,False
113319,109,2017,22,2,0,False,False
113320,122,2017,22,2,0,False,False
113321,317,2017,22,2,0,False,False
113322,3,2017,23,4,0,False,False
113323,112,2017,23,4,0,False,False
113324,102,2017,22,1,0,False,False
113325,434,2017,22,3,0,False,False
113326,4,2017,23,4,0,False,False
113327,35,2017,23,5,0,False,False
113328,0,2017,22,3,0,False,False
113329,114,2017,22,3,0,False,False
113330,167,2017,22,2,0,False,False
113331,434,2017,22,3,0,False,False
113332,434,2017,22,3,0,False,False
113333,434,2017,22,3,0,False,False
113334,109,2017,22,2,0,False,False
113335,298,2017,22,2,0,False,False
113336,18,2017,22,3,0,False,False
113337,61,2017,22,3,0,False,False
113338,434,2017,22,3,0,False,False
113339,434,2017,22,3,0,False,False
113340,23,2017,22,3,0,False,False
113341,198,2017,22,2,0,False,False
113342,209,2017,22,2,0,False,False
113343,298,2017,22,2,0,False,False
113344,198,2017,22,2,0,False,False
113345,434,2017,22,3,0,False,False
113346,434,2017,22,3,0,False,False
113347,26,2017,22,2,0,False,False
113348,162,2017,22,3,0,False,False
113349,162,2017,22,3,0,False,False
113350,130,2017,22,1,0,False,False
113351,42,2017,22,3,0,False,False
113354,200,2017,22,3,0,False,False
113355,434,2017,22,3,0,False,False
113356,434,2017,22,3,0,False,False
113357,434,2017,22,3,0,False,False
113358,198,2017,22,2,0,False,False
113359,229,2017,23,4,0,False,False
113360,229,2017,23,4,0,False,False
113361,434,2017,22,3,0,False,False
113363,434,2017,22,3,0,False,False
113364,434,2017,22,3,0,False,False
113365,434,2017,22,3,0,False,False
113366,434,2017,22,3,0,False,False
113367,150,2017,22,2,0,False,False
113368,150,2017,22,2,0,False,False
113369,43,2017,22,3,0,False,False
113370,121,2017,22,3,0,False,False
113371,121,2017,22,3,0,False,False
113372,21,2017,22,1,0,False,False
113373,283,2017,22,2,0,False,False
113374,3,2017,23,4,0,False,False
113375,434,2017,22,3,0,False,False
113376,5,2017,23,5,0,False,False
113377,43,2017,22,3,0,False,False
113378,434,2017,22,3,0,False,False
113379,158,2017,23,6,0,False,False
113380,434,2017,22,3,0,False,False
113381,158,2017,23,6,0,False,False
113382,434,2017,22,3,0,False,False
113383,434,2017,22,3,0,False,False
113384,5,2017,23,5,0,False,False
113385,5,2017,23,5,0,False,False
113386,141,2017,22,2,0,False,False
113387,146,2017,23,4,0,False,False
113388,8,2017,23,6,0,False,False
113389,8,2017,23,6,0,False,False
113390,60,2017,22,3,0,False,False
113391,60,2017,23,5,0,False,False
113392,60,2017,23,5,0,False,False
113393,31,2017,23,5,0,False,False
113394,13,2017,23,5,0,False,False
113395,47,2017,22,3,0,False,False
113396,7,2017,23,6,0,False,False
113397,6,2017,23,4,0,False,False
113398,181,2017,22,3,0,False,False
113399,98,2017,23,4,0,False,False
113400,7,2017,23,6,0,False,False
113401,7,2017,23,6,0,False,False
113402,28,2017,23,4,0,False,False
113403,13,2017,23,4,0,False,False
113404,80,2017,23,4,0,False,False
113405,14,2017,23,6,0,True,False
113406,8,2017,23,6,0,True,False
113407,112,2017,23,4,0,False,False
113408,32,2017,23,4,0,False,False
113409,84,2017,23,4,0,False,False
113410,10,2017,22,2,0,False,False
113411,18,2017,23,5,0,False,False
113412,30,2017,23,4,0,False,False
113413,4,2017,22,3,0,False,False
113414,12,2017,23,6,0,False,False
113415,23,2017,22,3,0,False,False
113416,125,2017,23,4,0,False,False
113417,24,2017,23,4,0,False,False
113418,12,2017,23,6,0,False,False
113419,41,2017,23,4,0,False,False
113420,12,2017,23,4,0,False,False
113421,155,2017,23,5,0,False,False
113422,11,2017,23,5,0,False,False
113423,18,2017,23,5,0,False,False
113424,30,2017,23,6,0,True,False
113425,17,2017,23,5,0,False,False
113426,15,2017,23,6,0,False,False
113427,24,2017,22,31,0,False,False
113428,12,2017,23,5,0,False,False
113429,146,2017,23,4,0,False,False
113431,181,2017,22,3,0,False,False
113432,22,2017,23,4,0,False,False
113433,146,2017,22,3,0,False,False
113434,20,2017,23,6,0,False,False
113435,145,2017,22,3,0,False,False
113436,28,2017,23,5,0,False,False
113437,22,2017,23,7,0,False,False
113438,95,2017,23,4,0,False,False
113439,30,2017,23,6,0,False,False
113440,30,2017,23,6,0,False,False
113441,30,2017,23,6,0,False,False
113442,2,2017,22,31,0,False,False
113443,15,2017,23,6,0,False,False
113444,92,2017,23,4,0,False,False
113445,26,2017,23,6,0,False,False
113446,237,2017,23,6,0,False,False
113447,38,2017,22,30,0,False,False
113448,29,2017,23,6,0,False,False
113449,114,2017,23,4,0,False,False
113450,4,2017,23,6,0,False,False
113451,352,2017,23,4,0,False,False
113452,352,2017,23,4,0,False,False
113453,29,2017,23,6,0,True,False
113454,352,2017,23,4,0,False,False
113455,364,2017,24,16,0,False,False
113456,352,2017,23,4,0,False,False
113457,301,2017,22,2,0,False,False
113458,352,2017,23,4,0,False,False
113459,364,2017,24,16,0,False,False
113460,352,2017,23,4,0,False,False
113461,364,2017,24,16,0,False,False
113462,34,2017,23,5,0,False,False
113463,350,2017,22,2,0,False,False
113464,364,2017,24,16,0,False,False
113465,22,2017,23,6,0,False,False
113466,22,2017,23,7,0,False,False
113467,33,2017,23,6,0,False,False
113468,5,2017,23,7,0,True,False
113469,31,2017,23,7,0,False,False
113470,27,2017,23,7,0,False,False
113472,33,2017,23,6,0,False,False
113473,18,2017,23,5,0,False,False
113474,257,2017,23,4,0,False,False
113475,43,2017,23,6,0,False,False
113476,61,2017,23,4,0,False,False
113477,31,2017,23,4,0,False,False
113478,11,2017,23,5,0,False,False
113479,31,2017,23,4,0,False,False
113480,24,2017,23,5,0,False,False
113481,13,2017,23,5,0,True,False
113482,114,2017,23,4,0,False,False
113483,99,2017,23,5,0,False,False
113484,148,2017,22,1,0,False,False
113485,78,2017,23,5,0,False,False
113486,75,2017,23,5,0,False,False
113487,128,2017,23,5,0,False,False
113488,31,2017,23,4,0,False,False
113489,30,2017,23,6,0,False,False
113490,13,2017,23,4,0,False,False
113491,352,2017,23,4,0,False,False
113492,364,2017,24,16,0,False,False
113493,352,2017,23,4,0,False,False
113494,364,2017,24,16,0,False,False
113495,33,2017,23,6,0,False,False
113496,17,2017,23,6,0,False,False
113497,29,2017,23,5,0,False,False
113498,15,2017,23,6,0,False,False
113499,215,2017,23,5,0,False,False
113500,19,2017,23,4,0,False,False
113501,38,2017,22,31,0,False,False
113502,29,2017,23,4,0,False,False
113503,104,2017,23,5,0,False,False
113504,434,2017,22,3,0,False,False
113505,67,2017,23,6,0,False,False
113506,34,2017,23,5,0,False,False
113507,25,2017,23,5,0,False,False
113508,168,2017,23,7,0,False,False
113509,16,2017,23,5,0,False,False
113510,28,2017,23,5,0,False,False
113511,52,2017,23,5,0,False,False
113512,53,2017,23,5,0,False,False
113513,47,2017,22,3,0,False,False
113514,104,2017,23,5,0,False,False
113515,35,2017,23,6,0,False,False
113517,11,2017,23,7,0,False,False
113518,222,2017,22,3,0,False,False
113519,17,2017,23,5,0,False,False
113520,17,2017,23,5,0,False,False
113521,40,2017,23,8,0,False,False
113522,65,2017,23,5,0,False,False
113523,35,2017,23,5,0,False,False
113524,221,2017,23,5,0,False,False
113525,30,2017,23,5,0,False,False
113527,21,2017,23,6,0,False,False
113528,21,2017,23,6,0,False,False
113529,8,2017,23,8,0,False,False
113530,8,2017,23,8,0,False,False
113531,135,2017,23,6,0,False,False
113532,20,2017,23,6,0,False,False
113533,88,2017,23,5,0,False,False
113534,39,2017,23,5,0,False,False
113535,6,2017,23,8,0,False,False
113536,28,2017,23,6,0,False,False
113537,41,2017,23,7,0,False,False
113538,19,2017,23,7,0,False,False
113539,38,2017,23,7,0,False,False
113541,73,2017,23,6,0,False,False
113542,218,2017,23,7,0,False,False
113543,116,2017,23,6,0,False,False
113544,15,2017,23,8,0,False,False
113545,31,2017,23,5,0,False,False
113546,11,2017,23,4,0,False,False
113547,51,2017,23,5,0,False,False
113548,55,2017,23,5,0,False,False
113549,31,2017,23,5,0,False,False
113550,23,2017,22,3,0,False,False
113551,20,2017,23,5,0,False,False
113553,91,2017,23,5,0,False,False
113554,20,2017,23,4,0,False,False
113555,100,2017,23,4,0,False,False
113556,16,2017,23,8,0,False,False
113557,38,2017,23,6,0,False,False
113558,26,2017,23,8,0,False,False
113559,38,2017,23,6,0,False,False
113560,192,2017,23,5,0,False,False
113561,44,2017,23,7,0,False,False
113562,20,2017,23,6,0,False,False
113563,29,2017,23,7,0,False,False
113564,29,2017,23,7,0,False,False
113565,9,2017,23,8,0,True,False
113566,33,2017,23,6,0,False,False
113567,32,2017,23,8,0,False,False
113568,16,2017,23,4,0,False,False
113569,36,2017,23,6,0,False,False
113570,99,2017,23,5,0,False,False
113571,24,2017,23,8,0,False,False
113572,15,2017,23,5,0,False,False
113573,31,2017,23,7,0,False,False
113574,93,2017,23,5,0,False,False
113575,15,2017,23,7,0,False,False
113576,19,2017,23,4,0,False,False
113577,15,2017,23,7,0,False,False
113578,15,2017,23,7,0,False,False
113579,81,2017,23,4,0,False,False
113580,15,2017,23,6,0,False,False
113581,15,2017,23,7,0,False,False
113582,15,2017,23,7,0,False,False
113583,15,2017,23,7,0,False,False
113584,15,2017,23,7,0,False,False
113585,15,2017,23,7,0,False,False
113586,35,2017,23,4,0,False,False
113587,53,2017,23,5,0,False,False
113588,15,2017,23,7,0,False,False
113589,22,2017,23,7,0,False,False
113590,17,2017,23,5,0,False,False
113591,20,2017,23,8,0,False,False
113592,64,2017,23,5,0,False,False
113594,83,2017,23,8,0,True,False
113596,13,2017,23,8,0,False,False
113598,79,2017,23,5,0,False,False
113599,35,2017,23,7,0,False,False
113600,19,2017,23,5,0,False,False
113601,22,2017,23,8,0,False,False
113602,19,2017,23,7,0,False,False
113603,5,2017,23,5,0,False,False
113604,141,2017,23,6,0,False,False
113605,27,2017,23,5,0,False,False
113606,15,2017,23,7,0,False,False
113607,74,2017,23,9,0,False,False
113608,60,2017,23,7,0,False,False
113609,33,2017,23,6,0,False,False
113610,33,2017,23,6,0,False,False
113611,35,2017,23,7,0,False,False
113612,42,2017,23,8,0,False,False
113613,249,2017,23,8,0,False,False
113614,39,2017,23,7,0,False,False
113615,30,2017,23,5,0,False,False
113616,110,2017,23,4,0,False,False
113617,146,2017,23,5,0,False,False
113618,146,2017,23,5,0,False,False
113619,112,2017,23,5,0,False,False
113620,99,2017,23,9,0,False,False
113621,99,2017,23,9,0,False,False
113622,4,2017,23,9,0,False,False
113623,74,2017,23,8,0,False,False
113624,74,2017,23,8,0,False,False
113625,69,2017,23,8,0,False,False
113626,69,2017,23,8,0,False,False
113627,210,2017,23,9,0,False,False
113628,118,2017,23,8,0,False,False
113629,118,2017,23,8,0,False,False
113630,30,2017,23,6,0,False,False
113631,28,2017,23,5,0,False,False
113632,74,2017,23,6,0,False,False
113633,239,2017,23,7,0,False,False
113634,34,2017,23,8,0,False,False
113635,93,2017,23,5,0,False,False
113636,35,2017,23,5,0,False,False
113637,121,2017,23,7,0,False,False
113638,29,2017,23,6,0,False,False
113639,48,2017,23,6,0,False,False
113640,41,2017,23,7,0,False,False
113641,25,2017,23,5,0,False,False
113642,41,2017,23,8,0,False,False
113643,36,2017,23,7,0,False,False
113645,34,2017,23,6,0,False,False
113646,81,2017,23,7,0,False,False
113647,48,2017,23,9,0,True,False
113648,24,2017,23,6,0,False,False
113649,30,2017,23,5,0,False,False
113650,192,2017,23,6,0,False,False
113653,146,2017,23,5,0,False,False
113654,63,2017,23,5,0,False,False
113655,48,2017,23,6,0,False,False
113656,48,2017,23,6,0,False,False
113657,39,2017,23,10,0,False,False
113658,91,2017,23,5,0,False,False
113659,91,2017,23,5,0,False,False
113660,34,2017,23,8,0,False,False
113661,36,2017,23,5,0,False,False
113662,4,2017,23,10,0,False,False
113663,30,2017,23,8,0,False,False
113664,82,2017,23,4,0,False,False
113665,27,2017,23,7,0,False,False
113666,131,2017,23,8,0,False,False
113667,131,2017,23,8,0,False,False
113668,147,2017,23,8,0,False,False
113669,36,2017,23,8,0,False,False
113670,71,2017,23,8,0,False,False
113671,175,2017,23,9,0,False,False
113672,87,2017,23,9,0,True,False
113673,16,2017,23,8,0,False,False
113674,7,2017,23,8,0,False,False
113675,175,2017,23,9,0,False,False
113676,175,2017,23,9,0,False,False
113677,175,2017,23,9,0,False,False
113678,175,2017,23,9,0,False,False
113679,49,2017,23,6,0,False,False
113680,156,2017,23,8,0,False,False
113681,29,2017,23,8,0,False,False
113682,234,2017,23,8,0,False,False
113683,156,2017,23,8,0,False,False
113684,212,2017,23,8,0,False,False
113685,156,2017,23,8,0,False,False
113686,148,2017,23,8,0,False,False
113687,148,2017,23,8,0,False,False
113688,175,2017,23,9,0,False,False
113689,120,2017,23,8,0,False,False
113690,212,2017,23,9,0,False,False
113691,73,2017,23,8,0,False,False
113693,26,2017,23,10,0,False,False
113694,26,2017,23,10,0,False,False
113695,73,2017,23,8,0,False,False
113696,73,2017,23,8,0,False,False
113697,73,2017,23,8,0,False,False
113698,212,2017,23,9,0,False,False
113699,39,2017,23,8,0,True,False
113700,175,2017,23,9,0,False,False
113701,40,2017,23,9,0,True,False
113702,175,2017,23,9,0,False,False
113703,32,2017,23,5,0,False,False
113704,33,2017,23,5,0,False,False
113705,175,2017,23,9,0,False,False
113706,39,2017,23,9,0,False,False
113707,175,2017,23,9,0,False,False
113708,175,2017,23,9,0,False,False
113709,101,2017,23,7,0,False,False
113710,28,2017,23,8,0,False,False
113711,4,2017,23,10,0,False,False
113712,5,2017,24,11,0,True,False
113713,39,2017,23,9,0,False,False
113714,212,2017,23,9,0,False,False
113715,175,2017,23,9,0,False,False
113716,257,2017,23,8,0,False,False
113717,39,2017,23,9,0,False,False
113718,250,2017,23,8,0,False,False
113719,0,2017,23,10,0,False,False
113720,80,2017,23,10,0,False,False
113721,250,2017,23,8,0,False,False
113722,40,2017,23,8,0,False,False
113723,45,2017,23,7,0,False,False
113724,175,2017,23,9,0,False,False
113725,212,2017,23,9,0,False,False
113726,96,2017,23,8,0,False,False
113727,43,2017,23,9,0,True,False
113728,175,2017,23,9,0,False,False
113729,241,2017,23,9,0,False,False
113730,130,2017,23,9,0,False,False
113731,212,2017,23,9,0,False,False
113732,241,2017,23,9,0,False,False
113734,212,2017,23,9,0,False,False
113735,2,2017,23,10,0,False,False
113736,41,2017,23,8,0,False,False
113737,241,2017,23,9,0,False,False
113738,55,2017,23,10,0,False,False
113739,1,2017,23,10,0,False,False
113740,74,2017,23,9,0,False,False
113741,239,2017,23,4,0,False,False
113742,74,2017,23,9,0,False,False
113743,212,2017,23,9,0,False,False
113744,38,2017,23,9,0,False,False
113745,175,2017,23,9,0,False,False
113746,175,2017,23,9,0,False,False
113747,175,2017,23,9,0,False,False
113748,175,2017,23,9,0,False,False
113749,44,2017,23,5,0,False,False
113750,46,2017,23,9,0,False,False
113751,130,2017,23,8,0,False,False
113752,130,2017,23,8,0,False,False
113753,241,2017,23,9,0,False,False
113754,130,2017,23,8,0,False,False
113755,212,2017,23,9,0,False,False
113756,33,2017,23,4,0,False,False
113758,40,2017,23,8,0,False,False
113759,239,2017,23,4,0,False,False
113761,212,2017,23,9,0,False,False
113762,175,2017,23,9,0,False,False
113763,175,2017,23,9,0,False,False
113764,86,2017,23,8,0,False,False
113765,330,2017,23,9,0,False,False
113766,330,2017,23,9,0,False,False
113768,145,2017,23,10,0,False,False
113769,254,2017,23,9,0,False,False
113770,82,2017,23,8,0,False,False
113771,1,2017,24,11,0,False,False
113772,43,2017,23,9,0,False,False
113773,228,2017,23,4,0,False,False
113774,76,2017,23,9,0,False,False
113775,28,2017,23,9,0,False,False
113776,28,2017,23,9,0,False,False
113777,28,2017,23,9,0,False,False
113778,71,2017,23,5,0,False,False
113779,34,2017,23,7,0,True,False
113780,90,2017,23,10,0,False,False
113783,254,2017,23,9,0,False,False
113784,47,2017,23,10,0,False,False
113785,42,2017,23,10,0,False,False
113786,134,2017,23,8,0,True,False
113787,1,2017,24,11,0,False,False
113788,29,2017,24,11,0,False,False
113789,258,2017,23,10,0,False,False
113790,135,2017,23,10,0,False,False
113791,23,2017,24,11,0,False,False
113792,92,2017,23,10,0,False,False
113793,5,2017,24,11,0,False,False
113794,39,2017,23,10,0,False,False
113795,92,2017,23,5,0,False,False
113796,119,2017,23,5,0,False,False
113797,119,2017,23,5,0,False,False
113798,206,2017,23,9,0,False,False
113799,12,2017,24,11,0,False,False
113800,50,2017,23,8,0,False,False
113801,114,2017,23,10,0,False,False
113802,31,2017,23,9,0,False,False
113803,25,2017,24,11,0,False,False
113804,34,2017,23,8,0,False,False
113805,32,2017,23,7,0,False,False
113806,135,2017,23,10,0,False,False
113807,148,2017,23,7,0,False,False
113808,74,2017,23,7,0,False,False
113809,89,2017,23,7,0,False,False
113811,226,2017,23,9,0,False,False
113812,108,2017,23,8,0,False,False
113813,151,2017,23,5,0,False,False
113815,18,2017,24,11,0,False,False
113817,34,2017,23,8,0,False,False
113818,38,2017,24,11,0,False,False
113820,38,2017,24,11,0,False,False
113822,91,2017,23,10,0,False,False
113823,30,2017,23,8,0,False,False
113824,91,2017,23,10,0,False,False
113825,206,2017,23,9,0,False,False
113826,206,2017,23,9,0,False,False
113828,37,2017,23,9,0,False,False
113831,88,2017,23,8,0,False,False
113832,120,2017,23,9,0,False,False
113833,90,2017,24,11,0,False,False
113834,90,2017,24,11,0,True,False
113836,29,2017,23,9,0,False,False
113837,32,2017,23,7,0,False,False
113838,80,2017,23,8,0,False,False
113839,6,2017,24,12,0,False,False
113840,73,2017,23,7,0,False,False
113841,73,2017,23,7,0,False,False
113842,149,2017,23,6,0,False,False
113843,43,2017,23,8,0,False,False
113844,10,2017,24,11,0,False,False
113845,10,2017,24,11,0,False,False
113846,279,2017,23,9,0,False,False
113847,29,2017,23,6,0,False,False
113848,43,2017,23,9,0,False,False
113849,147,2017,24,11,0,False,False
113850,77,2017,23,10,0,False,False
113851,27,2017,24,11,0,False,False
113852,33,2017,23,9,0,False,False
113853,21,2017,24,12,0,False,False
113854,25,2017,24,12,0,False,False
113855,77,2017,23,9,0,False,False
113856,20,2017,24,12,0,False,False
113857,32,2017,23,8,0,True,False
113858,0,2017,24,12,0,False,False
113859,76,2017,24,12,0,False,False
113860,289,2017,24,14,0,False,False
113861,19,2017,24,11,0,True,False
113862,5,2017,23,9,0,False,False
113863,21,2017,24,11,0,False,False
113864,32,2017,23,10,0,False,False
113865,89,2017,24,13,0,False,False
113866,37,2017,23,9,0,False,False
113867,42,2017,24,12,0,False,False
113868,81,2017,23,10,0,False,False
113869,60,2017,24,11,0,False,False
113870,222,2017,23,10,0,False,False
113871,10,2017,24,11,0,False,False
113872,23,2017,24,11,0,False,False
113873,0,2017,24,12,0,False,False
113874,16,2017,24,12,0,False,False
113875,20,2017,24,12,0,False,False
113876,223,2017,24,11,0,False,False
113877,72,2017,23,10,0,False,False
113878,16,2017,24,12,0,False,False
113879,4,2017,23,10,0,False,False
113881,46,2017,24,11,0,False,False
113882,231,2017,24,13,0,False,False
113884,81,2017,24,11,0,False,False
113885,22,2017,24,11,0,False,False
113886,95,2017,24,11,0,False,False
113887,199,2017,24,12,0,False,False
113888,47,2017,24,11,0,False,False
113889,109,2017,24,12,0,False,False
113890,8,2017,24,11,0,False,False
113891,12,2017,24,11,0,False,False
113892,28,2017,24,13,0,False,False
113893,28,2017,24,13,0,False,False
113894,28,2017,24,13,0,False,False
113895,11,2017,24,12,0,False,False
113896,11,2017,24,12,0,False,False
113898,73,2017,24,12,0,False,False
113899,43,2017,24,12,0,False,False
113900,73,2017,24,12,0,False,False
113901,101,2017,24,11,0,False,False
